#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2021-03-28-11-01-15
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]
1601060285.684500	CzH37rMMZ0uQL7027	192.168.100.224	49359	216.58.207.35	443	tcp	ssl	0.392199	1008	162281	S1	-	-	0	ShADadtt	91	4660	187	169773	-
1601060290.547519	CNM12f1XwR4SFU8l2b	192.168.100.224	49441	216.58.207.78	80	tcp	http	0.334935	389	1134	S1	-	-	0	ShADad	4	561	3	1266	-
1601060290.073114	CjtjI12Po8Dhj1JZZ1	192.168.100.224	49433	216.58.208.46	443	tcp	ssl	4.038670	1895	6077	S1	-	-	0	ShADad	13	2427	19	6849	-
1601060285.438509	CUEqXA4sWwzgHMGoii	192.168.100.224	49354	216.58.212.136	443	tcp	ssl	0.342658	1013	57732	S1	-	-	0	ShADadt	35	2425	71	60584	-
1601060293.704669	COaGkm3uKsffkpeCxc	192.168.100.224	49493	216.58.212.170	443	tcp	ssl	0.288423	968	34903	S1	-	-	0	ShADad	23	1900	46	36755	-
1601060274.064316	CfqGun4B2MPLXoeiC1	192.168.100.224	138	192.168.100.255	138	udp	-	4.500740	913	0	S0	-	-	0	D	5	1053	0	0	-
1601060276.546855	C5LbW8cGbHyagfDya	192.168.100.224	55239	239.255.255.250	1900	udp	-	3.001665	696	0	S0	-	-	0	D	4	808	0	0	-
1601060280.048423	CIe02f280xWoWG2Tg	fe80::b9a3:aa8f:3e8e:fe86	546	ff02::1:2	547	udp	-	16.000122	174	0	S0	-	-	0	D	2	270	0	0	-
1601060276.145085	CyVNNuWd4BqrMwHDe	fe80::b9a3:aa8f:3e8e:fe86	143	ff02::16	0	icmp	-	0.329323	40	0	OTH	-	-	0	-	2	152	0	0	-
#close	2021-03-28-11-01-15
